"R0000100","R0618300","R2925010","R2928400","T1215600"
1231,74,1000,4,8
1232,73,454,3,-5
1233,40,757,5,4
1234,18,1200,6,2
1235,10,1873,3,1
1236,22,400,4,1
1237,29,590,1,1
1238,62,-4,-4,2
1239,35,-5,-5,-5
1240,71,665,4,5
1241,6,-4,-4,1
1242,9,500,2,0
1243,46,600,3,1
1244,7,425,2,0
1245,22,-4,0,1
1246,33,-4,-4,1
1247,10,-4,-4,1
1248,39,600,3,-5
1249,65,865,3,1
1250,47,550,3,1
1251,29,460,3,1
1252,62,1688,5,4
1253,32,-4,-4,1
1254,47,-4,-4,-5
1255,85,1400,5,5
1256,16,817,3,1
1257,23,380,2,8
1258,73,-4,-4,2
1259,21,312,2,-5
1260,11,1050,2,0
1261,74,1000,6,2
1262,87,1061,5,5
1263,68,150,3,2
1264,66,-5,-5,-5
1265,62,288,4,1
1266,-4,-5,-5,1
1267,48,-4,-4,1
1268,99,-4,-4,4
1269,72,1000,5,-5
1270,69,1144,5,-5
1271,18,-4,-4,-5
1272,30,1034,3,1
1273,66,528,0,1
1274,59,-5,-5,3
1275,2,775,3,1
1276,75,525,3,4
1277,56,-4,-4,-5
1278,21,-4,-4,1
1279,86,950,5,2
1280,34,1009,3,1
1281,79,847,4,4
1282,15,-4,-4,1
1283,95,581,5,5
1284,12,721,0,0
1285,21,-4,-4,0
1286,10,497,3,3
1287,11,500,3,1
1288,11,528,3,2
1289,17,-5,-5,1
1290,42,-4,-4,2
1291,9,1500,3,2
1292,22,500,3,1
1293,35,1098,4,4
1294,42,966,4,2
1295,6,-4,-4,0
1296,27,450,3,1
1297,2,-4,-4,0
1298,37,500,4,-5
1299,53,-5,-5,-5
1300,12,1388,0,1
1301,32,1091,3,1
1302,21,-4,-4,-5
1303,64,-4,-4,5
1304,71,-4,-4,-5
1305,39,-4,-4,-5
1306,39,-4,-4,1
1307,30,1000,2,0
1308,11,201,0,-5
1309,62,1923,4,-5
1310,48,800,3,4
1311,51,1672,3,3
1312,42,-4,-4,1
1313,1,360,2,1
1314,4,410,1,1
1315,49,1132,4,1
1316,27,857,0,0
1317,15,1837,2,-5
1318,17,590,1,0
1319,5,653,3,1
1320,99,1346,4,2
1321,42,1435,3,1
1322,18,-4,-4,1
1323,80,1197,5,5
1324,25,218,4,1
1325,80,4090,5,3
1326,44,800,3,4
1327,53,608,4,1
1328,12,750,2,-5
1329,6,375,2,0
1330,9,355,2,0
1331,57,-4,3,-5
1332,44,-5,-5,-5
1333,1,-4,3,1
1334,70,1375,2,-5
1335,23,843,3,1
1336,-4,-5,-5,-5
1337,10,700,1,0
1338,56,-4,-4,4
1339,8,420,2,1
1340,22,350,1,-5
1341,18,425,0,8
1342,4,600,2,0
1343,26,412,2,-5
1344,62,-4,-4,5
1345,54,1222,3,1
1346,22,793,3,-5
1347,47,-4,4,4
1348,75,813,5,-5
1349,-4,1023,3,1
1350,-4,-4,-4,2
1351,31,800,1,1
1352,44,-4,-4,1
1353,43,850,5,2
1354,-4,1250,4,2
1355,-4,2060,3,-5
1356,84,576,3,4
1357,5,1022,3,1
1358,46,1250,6,2
1359,53,500,3,5
1360,33,450,2,1
1361,17,625,4,0
1362,98,1465,5,5
1363,65,2000,6,1
1364,75,1442,5,-5
1365,-4,-5,-5,-5
1366,50,1009,3,1
1367,88,735,3,3
1368,99,869,3,4
1369,54,825,2,1
1370,9,400,3,1
1371,23,833,3,1
1372,-4,1162,5,3
1373,43,900,3,-5
1374,56,1107,3,4
1375,29,552,3,2
1376,17,679,4,-4
1377,61,700,4,3
1378,19,-4,5,2
1379,25,500,3,1
1380,18,485,2,-5
1381,2,-4,-4,1
1382,28,-5,-5,-5
1383,3,1105,3,1
1384,14,343,3,1
1385,30,1057,4,2
1386,22,-4,-4,1
1387,4,-4,-4,-5
1388,6,-4,-4,-5
1389,37,-4,-4,4
1390,25,-4,-4,1
1391,3,-4,-4,-5
1392,2,365,2,0
1393,73,1000,3,3
1394,55,1330,4,4
1395,37,465,6,6
1396,37,900,3,-5
1397,42,785,3,1
1398,26,425,3,4
1399,63,961,4,1
1400,1,-5,-5,0
1401,24,-4,-4,0
1402,95,1068,5,3
1403,67,-5,-5,3
1404,17,480,4,1
1405,-4,650,2,0
1406,5,450,0,-5
1407,-4,1000,4,-5
1408,53,1538,5,8
1409,28,333,0,1
1410,76,1800,3,1
1411,48,312,4,2
1412,17,500,0,1
1413,5,800,2,0
1414,6,552,1,0
1415,6,-4,-4,1
1416,14,-4,-4,1
1417,16,800,1,1
1418,37,1111,3,1
1419,4,690,2,1
1420,45,700,1,-5
1421,75,-5,-5,-5
1422,13,-5,-5,-5
1423,57,1200,4,1
1424,-4,1270,4,-5
1425,68,817,3,1
1426,48,1056,3,1
1427,70,790,4,1
1428,70,-4,-4,-5
1429,81,940,4,3
1430,57,1370,4,3
1431,23,-5,-5,-5
1432,18,1105,2,3
1433,32,1000,4,3
1434,1,600,1,0
1435,12,530,3,1
1436,6,-4,-4,0
1437,10,-4,-4,-5
1438,4,-4,-4,1
1439,5,350,0,1
1440,11,345,0,1
1441,8,400,0,0
1442,10,440,3,1
1443,90,500,3,-4
1444,44,1111,5,2
1445,29,872,4,-5
1446,-4,631,4,2
1447,-4,-5,-5,-5
1448,5,700,4,-5
1449,11,606,0,-5
1450,6,950,2,0
1451,10,-4,-4,0
1452,6,730,2,-5
1453,-4,-5,-5,-5
1454,33,775,4,-5
1455,15,-4,-4,0
1456,26,500,0,8
1457,-4,-5,-5,-5
1458,36,795,3,1
1459,71,709,3,2
1460,50,500,3,-5
1461,63,-5,-5,-5
1462,51,760,2,1
1463,45,-5,-5,-5
1464,-4,700,1,1
1465,14,-4,-4,0
1466,3,-5,-5,2
1467,1,312,2,-5
1468,41,1278,3,1
1469,22,590,0,0
1470,55,1346,3,5
1471,19,1000,1,0
1472,15,-5,-5,-5
1473,-4,937,3,-5
1474,64,853,4,8
1475,-4,-5,-5,-5
1476,31,1400,2,-5
1477,61,-4,-4,3
1478,57,-5,-5,1
1479,93,739,5,3
1480,4,400,2,1
1481,61,1192,5,4
1482,2,693,3,1
1483,1,430,2,1
1484,3,-4,-4,1
1485,2,500,4,0
1486,35,1250,3,8
1487,34,726,4,1
1488,12,920,3,1
1489,9,545,3,1
1490,13,985,3,-5
1491,16,535,3,1
1492,78,825,3,2
1493,48,-4,2,1
1494,45,500,4,-5
1495,25,856,3,1
1496,84,1374,5,8
1497,94,1572,5,-5
1498,-4,673,3,1
1499,50,-4,-4,1
1500,28,1057,3,1
1501,94,1575,5,4
1502,92,1431,5,4
1503,84,784,5,6
1504,94,1057,5,5
1505,80,-4,-4,1
1506,81,450,1,1
1507,49,800,4,1
1508,92,1442,4,2
1509,85,-4,0,3
1510,54,400,3,4
1511,64,866,4,5
1512,82,1153,6,2
1513,24,625,3,-5
1514,48,1165,3,1
1515,42,998,3,1
1516,15,500,2,1
1517,9,525,0,-5
1518,16,-4,-4,-5
1519,41,621,3,2
1520,7,635,1,1
1521,18,-4,-4,1
1522,78,865,4,3
1523,28,680,3,-5
1524,3,430,2,0
1525,25,450,0,1
1526,88,1100,3,-5
1527,3,576,0,1
1528,13,879,3,1
1529,34,-5,-5,1
1530,22,600,4,1
1531,40,745,3,1
1532,35,625,3,1
1533,22,333,0,1
1534,23,1442,3,1
1535,25,500,2,-5
1536,19,500,2,-5
1537,-4,872,2,1
1538,24,800,4,5
1539,69,350,3,1
1540,32,813,4,3
1541,23,565,3,1
1542,15,-5,-5,0
1543,16,581,0,-5
1544,22,335,0,-5
1545,13,675,0,1
1546,21,448,4,1
1547,44,600,2,0
1548,39,794,2,0
1549,25,458,0,1
1550,75,-5,-5,-5
1551,35,213,3,1
1552,27,425,2,3
1553,81,1500,3,1
1554,58,1250,3,1
1555,75,700,2,1
1556,65,600,3,1
1557,21,492,2,2
1558,44,800,3,1
1559,27,535,0,8
1560,21,600,0,1
1561,45,689,3,-5
1562,75,673,3,-5
1563,96,1269,5,5
1564,75,769,0,2
1565,81,950,3,-5
1566,67,-4,-4,-4
1567,78,1686,4,2
1568,73,-4,3,-5
1569,68,683,3,4
1570,59,-5,-5,-5
1571,65,750,3,2
1572,-4,-5,-5,-5
1573,-4,1250,3,1
1574,88,1328,3,4
1575,42,2218,5,4
1576,-4,-4,3,-5
1577,58,-5,-5,1
1578,17,1000,2,1
1579,17,850,3,1
1580,18,980,2,-5
1581,11,333,3,1
1582,62,-5,-5,-5
1583,46,-5,-5,1
1584,76,550,4,4
1585,44,775,3,1
1586,61,817,3,4
1587,91,800,5,3
1588,-4,465,3,4
1589,62,525,3,4
1590,21,375,0,1
1591,29,800,3,1
1592,19,500,0,1
1593,23,-4,3,1
1594,47,1000,3,-5
1595,37,-5,-5,1
1596,1,-4,-4,0
1597,63,754,3,-5
1598,62,920,3,2
1599,59,664,3,1
1600,52,532,3,4
1601,43,1297,4,3
1602,45,1075,3,1
1603,48,500,2,1
1604,-4,-5,-5,-5
1605,42,530,3,1
1606,58,365,0,-5
1607,54,465,3,1
1608,54,535,3,-5
1609,50,294,2,-5
1610,32,390,0,0
1611,73,1000,0,-5
1612,57,760,3,-5
1613,51,380,3,-5
1614,-4,-5,-5,-5
1615,-4,-5,-5,-5
1616,87,1057,4,2
1617,28,432,3,1
1618,62,600,0,1
1619,57,1398,5,-5
1620,84,-4,5,-5
1621,89,646,4,4
1622,70,1860,0,4
1623,99,-4,3,4
1624,99,2010,6,7
1625,87,930,5,5
1626,96,1282,5,4
1627,27,900,3,0
1628,66,1046,3,4
1629,59,1046,4,1
1630,71,764,3,1
1631,98,-4,-4,4
1632,99,1538,5,4
1633,71,700,5,8
1634,96,1442,5,4
1635,41,744,3,1
1636,39,699,3,1
1637,53,1428,3,1
1638,77,127,2,1
1639,97,1149,5,4
1640,61,1225,3,1
1641,77,1346,3,1
1642,3,625,3,1
1643,-3,1300,0,0
1644,35,984,4,1
1645,17,-5,-5,1
1646,14,1511,4,1
1647,41,530,2,0
1648,5,485,2,0
1649,4,-4,-4,1
1650,10,-4,-4,1
1651,71,1744,3,1
1652,89,-4,-4,-5
1653,84,3255,5,4
1654,57,1160,2,1
1655,55,1025,4,2
1656,50,922,3,1
1657,87,-4,-4,2
1658,95,1100,3,4
1659,53,1682,4,1
1660,25,1500,1,-5
1661,21,950,0,-5
1662,47,1162,4,0
1663,26,1400,0,2
1664,19,872,0,1
1665,73,-5,-5,-5
1666,8,-4,-4,2
1667,46,125,-2,-5
1668,48,-4,3,5
1669,76,-5,-5,-5
1670,94,1960,5,4
1671,73,-5,-5,-5
1672,53,-4,1,-5
1673,31,700,3,1
1674,13,875,2,1
1675,84,2243,1,5
1676,86,1398,4,5
1677,58,1500,3,1
1678,95,-5,-5,-5
1679,61,-5,-5,-5
1680,35,-4,2,1
1681,53,1442,3,-5
1682,42,1750,3,1
1683,-4,1500,3,-5
1684,13,530,0,-5
1685,19,745,3,1
1686,8,352,0,0
1687,1,-4,-4,0
1688,4,-4,-4,-5
1689,18,-5,-5,-5
1690,8,600,0,-4
1691,14,988,3,-5
1692,11,500,0,-5
1693,6,1100,1,-5
1694,7,-5,-5,-5
1695,6,500,0,0
1696,18,1200,6,1
1697,23,1086,2,-5
1698,8,1050,2,2
1699,18,-5,-5,-5
1700,57,1550,3,1
1701,-4,-5,-5,-5
1702,35,1201,4,1
1703,33,1162,3,3
1704,-4,-4,-4,1
1705,6,-4,-4,-5
1706,32,900,0,-5
1707,71,-4,-4,4
1708,86,875,0,4
1709,88,-5,-5,-5
1710,64,638,4,3
1711,-4,846,2,2
1712,93,425,3,4
1713,72,-4,-4,7
1714,4,638,3,1
1715,56,-5,-5,-5
1716,35,-4,-4,-5
1717,49,1395,3,1
1718,-4,1744,3,1
1719,53,-4,-4,5
1720,25,1104,4,3
1721,6,2500,4,-4
1722,30,-5,-5,-5
1723,24,-5,-5,-5
1724,18,-5,-5,1
1725,10,-4,-4,0
1726,20,2875,3,-5
1727,18,1250,3,1
1728,12,1923,3,-5
1729,27,-5,-5,0
1730,74,1050,4,3
1731,61,800,3,-5
1732,70,-4,-4,-5
1733,79,2101,5,4
1734,84,800,0,4
1735,59,764,4,5
1736,52,930,5,4
1737,92,1367,5,5
1738,46,450,0,-5
1739,97,1407,4,1
1740,50,93,1,3
1741,19,400,2,-5
1742,94,1298,4,0
1743,38,-4,4,-5
1744,68,2424,3,1
1745,79,1044,5,3
1746,96,348,5,5
1747,43,1100,5,2
1748,85,-4,-4,-5
1749,27,-4,-4,-5
1750,42,895,3,1
1751,8,625,2,2
1752,9,755,3,1
1753,11,-5,-5,-5
1754,5,-4,3,1
1755,27,-4,-4,1
1756,91,1525,4,2
1757,-4,-5,-5,-5
1758,8,525,3,1
1759,12,156,1,1
1760,1,1642,4,1
1761,36,1279,3,-5
1762,19,516,3,-5
1763,69,454,0,3
1764,21,550,3,0
1765,90,1000,4,4
1766,85,620,4,1
1767,80,-5,-5,-5
1768,40,-4,0,1
1769,21,579,3,1
1770,-4,-4,-4,0
1771,-4,852,0,-5
1772,14,450,0,0
1773,97,-4,4,-5
1774,29,913,3,2
1775,27,-4,-4,1
1776,45,500,0,-4
1777,62,1417,5,-5
1778,45,450,3,2
1779,24,570,3,0
1780,77,350,3,1
1781,53,1442,2,2
1782,58,580,3,-5
1783,6,250,3,-5
1784,77,394,2,2
1785,8,-4,-4,1
1786,25,620,3,1
1787,37,100,3,5
1788,59,962,3,1
1789,-4,980,4,-5
1790,65,501,3,1
1791,59,1530,3,-5
1792,80,1000,3,1
1793,61,865,3,1
1794,-4,650,3,1
1795,49,1153,5,5
1796,42,485,0,-5
1797,49,-4,-4,-5
1798,77,962,3,2
1799,35,1001,3,1
1800,93,1041,3,-5
1801,79,50,0,-5
1802,71,466,1,1
1803,73,1034,6,5
1804,90,1327,3,3
1805,46,850,3,1
1806,51,1000,4,-5
1807,27,1750,2,-5
1808,90,3230,4,2
1809,46,-5,-5,1
1810,39,1730,4,1
1811,22,1162,1,0
1812,9,1050,2,0
1813,22,775,4,0
1814,37,-5,-5,1
1815,-4,-5,-5,1
1816,12,-4,-4,0
1817,32,500,2,-5
1818,4,1125,2,-5
1819,74,837,2,1
1820,-3,-4,2,0
1821,-4,425,0,-5
1822,5,450,2,-5
1823,10,600,1,0
1824,5,478,1,0
1825,-4,-4,3,1
1826,54,921,3,1
1827,44,600,3,1
1828,8,425,1,1
1829,9,133,4,1
1830,17,416,2,-5
1831,21,-5,-5,-5
1832,14,-4,-4,-5
1833,6,-4,-4,0
1834,21,-4,-4,-5
1835,27,913,3,1
1836,42,755,3,1
1837,18,714,0,0
1838,13,566,3,1
1839,5,-4,-4,1
1840,13,-4,-4,1
1841,92,1192,5,5
1842,65,865,4,3
1843,97,1861,6,5
1844,85,-4,-4,5
1845,68,-4,4,-5
1846,87,1538,5,5
1847,73,735,4,2
1848,29,425,1,1
1849,35,581,0,-5
1850,72,-5,-5,-5
1851,46,885,3,1
1852,91,-4,-4,-5
1853,61,1298,4,1
1854,80,1172,3,5
1855,16,-4,0,0
1856,82,641,0,-5
1857,67,721,3,-5
1858,73,-4,6,8
1859,45,767,3,1
1860,32,390,3,2
1861,86,1307,6,-5
1862,32,500,0,1
1863,58,-4,-4,1
1864,19,-5,-5,-5
1865,32,525,3,1
1866,41,460,0,1
1867,86,725,0,2
1868,41,-4,-4,2
1869,22,-4,-4,1
1870,58,399,0,2
1871,71,-5,-5,1
1872,21,-4,-4,1
1873,13,500,3,1
1874,-4,-5,-5,-5
1875,95,19,5,5
1876,77,700,3,8
1877,95,-5,-5,-5
1878,40,-4,-4,1
1879,75,888,2,-5
1880,92,1080,4,5
1881,40,746,2,1
1882,66,416,0,-5
1883,49,860,0,1
1884,32,460,0,1
1885,64,1105,4,4
1886,99,2136,5,-5
1887,7,328,3,1
1888,8,542,0,1
1889,42,400,3,1
1890,8,513,0,1
1891,47,600,3,1
1892,63,-4,-4,-5
1893,40,1129,5,-5
1894,35,1100,4,1
1895,84,1493,3,1
1896,85,690,4,5
1897,71,-5,-5,-5
1898,88,-4,-4,-5
1899,27,708,3,1
1900,92,1450,6,-5
1901,-4,1132,4,1
1902,37,966,3,1
1903,28,925,3,-5
1904,86,-4,-4,8
1905,48,1450,4,8
1906,98,1698,5,5
1907,50,-5,-5,-5
1908,58,-5,-5,-5
1909,66,1418,4,1
1910,63,1304,3,1
1911,67,1765,3,1
1912,48,830,3,1
1913,29,550,3,2
1914,90,807,5,6
1915,85,1400,6,4
1916,65,892,5,7
1917,18,975,3,1
1918,70,1518,3,1
1919,47,900,3,8
1920,48,232,4,2
1921,7,775,3,1
1922,48,-5,-5,-5
1923,51,-5,-5,-5
1924,35,1576,3,3
1925,67,1262,2,1
1926,32,-4,-4,1
1927,42,450,3,1
1928,1,576,1,0
1929,98,1105,3,1
1930,90,1337,5,4
1931,33,1000,0,1
1932,25,550,0,1
1933,44,-5,-5,-5
1934,88,1180,3,-5
1935,85,-4,-4,3
1936,79,670,3,1
1937,78,1570,5,8
1938,73,500,0,2
1939,-4,-5,-5,-5
1940,3,-4,-4,1
1941,73,-5,-5,-5
1942,70,598,4,4
1943,-4,-5,-5,-5
1944,75,-4,3,1
1945,-4,-5,-5,-5
1946,-4,-5,-5,-5
1947,37,-4,-4,1
1948,57,530,2,1
1949,68,725,4,-5
1950,64,922,3,4
1951,43,1043,5,5
1952,33,1428,5,4
1953,80,0,3,5
1954,84,-4,-4,4
1955,84,857,2,2
1956,-4,-5,-5,-5
1957,10,1120,3,8
1958,74,962,4,1
1959,28,-5,-5,1
1960,43,1500,3,1
1961,55,1200,3,-5
1962,13,770,3,-5
1963,67,874,3,1
1964,39,875,3,1
1965,49,731,0,1
1966,84,1046,4,1
1967,44,575,4,4
1968,36,961,3,-5
1969,49,-5,-5,-5
1970,-4,769,0,3
1971,44,1111,3,1
1972,56,673,3,2
1973,61,-4,3,-5
1974,99,150,3,-5
1975,66,638,-2,1
1976,50,-4,-4,3
1977,31,850,3,-5
1978,19,1100,4,2
1979,90,1056,3,2
1980,19,-4,-4,1
1981,-4,-5,-5,-5
1982,-4,704,0,1
1983,-4,-5,-5,-5
1984,7,-4,-4,1
1985,46,639,3,1
1986,58,850,4,1
1987,46,800,2,-5
1988,18,888,3,1
1989,34,687,4,-5
1990,81,500,0,1
1991,13,1200,3,-5
1992,16,729,3,0
1993,42,-4,-4,-4
1994,81,210,3,1
1995,30,678,4,2
1996,65,450,3,1
1997,-4,576,3,1
1998,52,-4,-4,1
1999,67,406,5,4
2000,42,1200,0,1
2001,1,335,2,1
2002,32,-4,-4,1
2003,10,400,-2,1
2004,94,1442,3,3
2005,80,-5,-5,4
2006,75,1201,5,4
2007,80,1185,4,1
2008,66,-4,-4,-5
2009,48,-4,5,-5
2010,78,1794,5,4
2011,59,773,3,-4
2012,51,581,3,1
2013,85,-4,-4,1
2014,73,750,3,1
2015,3,410,2,1
2016,63,1113,5,4
2017,23,750,2,4
2018,63,900,3,1
2019,80,1282,5,-5
2020,18,700,0,1
2021,71,385,2,1
2022,17,-4,3,1
2023,48,-4,-4,1
2024,93,1500,5,4
2025,-4,1610,3,1
2026,-4,769,3,1
2027,96,989,5,5
2028,67,1000,3,-5
2029,95,833,6,7
2030,77,818,4,5
2031,1,450,3,0
2032,15,590,2,1
2033,54,750,3,1
2034,52,1049,3,4
2035,63,697,3,1
2036,46,-5,-5,-5
2037,78,1300,5,5
2038,93,1709,5,5
2039,-4,-5,-5,-5
2040,71,902,0,1
2041,57,950,2,1
2042,89,872,5,8
2043,87,1033,5,5
2044,78,-5,-5,-5
2045,32,800,-2,1
2046,11,550,4,1
2047,68,701,3,1
2048,93,1634,4,4
2049,84,700,3,4
2050,35,450,3,-5
2051,7,535,0,0
2052,-4,-5,-5,-5
2053,58,-5,-5,-5
2054,6,1065,2,-5
2055,71,1105,3,1
2056,57,1269,5,4
2057,27,575,3,1
2058,70,-4,-4,1
2059,10,475,2,0
2060,34,550,4,-5
2061,80,1682,5,3
2062,30,784,4,5
2063,36,400,3,1
2064,41,769,3,1
2065,-4,-5,-5,-5
2066,20,525,3,1
2067,42,1248,4,1
2068,54,1150,5,4
2069,93,1402,5,-5
2070,12,-4,-4,1
2071,74,687,3,2
2072,80,-4,-4,1
2073,86,455,3,1
2074,76,1190,3,1
2075,78,1345,3,1
2076,41,658,2,1
2077,36,485,2,1
2078,1,-4,-4,1
2079,37,700,4,1
2080,70,550,2,1
2081,58,1010,3,1
2082,50,659,3,1
2083,92,733,4,4
2084,97,-5,-5,-5
2085,52,884,4,1
2086,45,465,3,1
2087,53,1030,3,1
2088,67,290,4,2
2089,17,667,3,1
2090,13,633,3,8
2091,3,613,0,0
2092,8,-5,-5,-5
2093,70,1201,3,1
2094,8,375,2,0
2095,99,-5,-5,-5
2096,-3,1442,4,4
2097,29,1261,4,1
2098,17,-5,-5,1
2099,25,1085,4,1
2100,97,1075,3,1
2101,87,-5,-5,1
2102,39,700,2,1
2103,52,780,3,2
2104,75,432,4,1
2105,33,900,3,1
2106,52,900,3,1
2107,81,1182,3,2
2108,81,2019,5,-5
2109,52,500,2,-5
2110,85,1166,0,4
2111,70,425,0,-5
2112,82,329,3,1
2113,96,1000,6,8
2114,30,863,4,-5
2115,18,335,3,1
2116,18,1081,3,1
2117,17,980,2,-5
2118,25,560,3,-5
2119,70,644,3,1
2120,41,547,3,1
2121,30,425,3,1
2122,8,535,2,1
2123,56,709,5,3
2124,67,820,5,4
2125,44,500,2,1
2126,66,801,5,5
2127,15,1000,2,1
2128,10,-4,-4,1
2129,35,-4,-4,1
2130,51,201,2,1
2131,12,1700,3,0
2132,45,1015,4,4
2133,51,728,4,8
2134,7,375,2,0
2135,15,1500,3,1
2136,56,753,5,3
2137,49,-4,-4,2
2138,64,913,3,1
2139,80,1250,6,-5
2140,29,335,3,1
2141,15,800,4,3
2142,48,666,3,-5
2143,37,725,3,8
2144,93,360,3,4
2145,57,875,3,1
2146,53,500,3,1
2147,85,793,3,1
2148,53,150,0,1
2149,74,550,3,3
2150,23,1063,3,-5
2151,75,672,4,-5
2152,47,549,4,1
2153,39,405,3,1
2154,95,872,4,-5
2155,70,872,4,4
2156,32,620,3,1
2157,39,600,3,1
2158,68,380,3,1
2159,64,1632,3,3
2160,3,595,-3,0
2161,71,-4,-4,1
2162,74,865,4,1
2163,41,1550,3,1
2164,49,1289,6,-4
2165,31,335,3,1
2166,-4,-5,-5,-5
2167,32,666,5,-5
2168,86,686,5,4
2169,63,1009,4,1
2170,72,-4,-4,3
2171,23,659,4,4
2172,31,1098,1,2
2173,59,857,3,1
2174,28,350,1,1
2175,15,744,4,1
2176,40,958,3,2
2177,-4,1007,3,1
2178,54,-4,-4,2
2179,2,-4,-4,-5
2180,41,1200,1,1
2181,48,425,3,-5
2182,65,800,3,1
2183,56,1410,4,1
2184,71,-4,3,1
2185,50,2034,4,2
2186,80,1153,5,3
2187,40,930,3,1
2188,14,1531,3,1
2189,71,1447,4,4
2190,25,730,4,2
2191,41,750,3,1
2192,-4,700,3,0
2193,-4,645,1,1
2194,10,-4,3,0
2195,19,622,1,1
2196,44,725,3,1
2197,5,600,2,0
2198,41,-5,-5,-5
2199,71,531,3,-5
2200,91,1300,5,4
2201,42,-4,-4,1
2202,79,1201,3,3
2203,28,717,2,1
2204,61,-4,-4,2
2205,51,590,3,1
2206,5,-4,-4,0
2207,59,400,3,2
2208,21,800,4,1
2209,16,985,3,1
2210,15,737,3,1
2211,15,931,3,1
2212,13,600,2,1
2213,5,710,3,1
2214,27,662,3,1
2215,74,580,3,1
2216,47,1125,3,1
2217,54,450,2,1
2218,48,1008,3,4
2219,46,-4,-4,1
2220,99,2015,5,4
2221,92,-4,-4,1
2222,97,600,3,4
2223,39,1201,3,1
2224,13,500,2,0
2225,16,718,3,1
2226,6,228,0,0
2227,30,793,0,1
2228,14,1275,4,-5
2229,54,675,3,1
2230,78,1549,4,4
2231,-4,-4,-4,1
2232,35,556,3,1
2233,36,1442,5,8
2234,41,1511,5,4
2235,61,1153,5,1
2236,52,-4,-4,-5
2237,88,791,5,5
2238,90,641,5,3
2239,98,1923,5,4
2240,12,220,0,0
2241,45,-5,-5,-5
2242,59,641,4,2
2243,74,800,3,4
2244,-4,-5,-5,-5
2245,71,1452,4,4
2246,79,600,2,1
2247,65,850,3,1
2248,61,-4,3,-5
2249,4,875,1,0
2250,5,400,2,1
2251,8,676,2,0
2252,6,415,2,0
2253,8,-4,-4,0
2254,6,333,2,1
2255,13,900,1,-5
2256,41,-5,-5,-5
2257,22,-4,-4,2
2258,1,200,2,0
2259,22,-5,-5,-5
2260,15,683,3,-5
2261,3,-4,-4,1
2262,11,331,1,1
2263,48,-4,-4,2
2264,35,1200,3,1
2265,19,-4,-4,1
2266,6,-4,-4,-5
2267,5,-4,-4,0
2268,15,375,2,1
2269,4,772,1,1
2270,16,812,3,1
2271,16,750,3,1
2272,52,-4,-4,-5
2273,4,169,4,1
2274,7,675,1,-5
2275,25,654,4,1
2276,41,-4,-4,1
2277,89,1250,4,4
2278,87,-4,-4,2
2279,-4,-5,-5,-5
2280,-4,-5,-5,-5
2281,15,-4,-4,1
2282,69,-5,-5,-5
2283,52,815,3,1
2284,97,1141,5,1
2285,78,4807,5,5
2286,84,879,4,5
2287,89,857,1,3
2288,59,711,4,-5
2289,49,531,4,1
2290,91,1442,5,5
2291,93,1923,5,3
2292,74,1373,5,-5
2293,79,1232,4,-5
2294,59,450,3,4
2295,34,875,4,1
2296,21,1200,4,-5
2297,53,-5,-5,1
2298,95,1923,6,-5
2299,99,1282,5,4
2300,84,1971,5,-5
2301,86,-4,-4,5
2302,87,1346,5,4
2303,84,-5,-5,-5
2304,42,1121,4,1
2305,4,1177,3,0
2306,11,1025,2,0
2307,2,-5,-5,-5
2308,29,412,0,-5
2309,22,-5,-5,2
2310,20,713,4,1
2311,39,-4,-4,-5
2312,99,1886,3,-5
2313,48,666,3,1
2314,75,1255,3,1
2315,9,300,1,1
2316,17,500,0,0
2317,39,-4,-2,-5
2318,63,800,2,1
2319,16,-4,-4,0
2320,19,625,1,1
2321,69,-5,-5,-5
2322,56,1153,4,1
2323,27,666,3,4
2324,64,902,3,4
2325,-4,1875,3,-5
2326,27,973,3,1
2327,55,225,0,1
2328,80,677,5,3
2329,68,1050,0,2
2330,53,923,4,1
2331,99,1540,5,-4
2332,75,700,4,2
2333,53,673,3,1
2334,29,812,2,1
2335,74,837,3,1
2336,92,-4,4,4
2337,69,2846,4,2
2338,77,1000,1,2
2339,98,1978,6,7
2340,20,-4,-4,0
2341,77,1250,4,1
2342,37,687,3,-5
2343,54,801,4,8
2344,13,987,3,1
2345,32,625,3,1
2346,87,-5,-5,-5
2347,19,-4,-4,0
2348,4,335,0,0
2349,6,-5,-5,-5
2350,37,939,4,-5
2351,21,700,0,1
2352,1,800,0,0
2353,12,-4,-4,4
2354,12,500,1,0
2355,5,-4,-4,-5
2356,6,400,0,1
2357,29,900,3,-5
2358,3,-4,-4,-5
2359,13,200,3,1
2360,37,700,3,1
2361,2,524,2,0
2362,21,520,3,1
2363,9,575,3,8
2364,5,-5,-5,0
2365,27,1036,3,1
2366,42,-5,-5,-5
2367,68,737,5,4
2368,41,961,3,-5
2369,65,1265,5,5
2370,63,655,4,2
2371,75,961,3,-5
2372,85,750,3,3
2373,93,1500,6,-5
2374,-4,-4,-4,1
2375,49,580,3,1
2376,63,650,3,1
2377,18,960,3,1
2378,46,354,3,-5
2379,54,525,3,-5
2380,67,271,2,1
2381,42,-4,-4,1
2382,32,850,3,1
2383,35,48500,2,1
2384,29,745,3,1
2385,74,1860,4,1
2386,62,835,3,1
2387,13,833,2,1
2388,40,802,3,-5
2389,19,750,3,-5
2390,-4,-5,-5,-5
